slug,mois,mois_num,tmin,tmax,rain_pct,precip_mm,sun_h,score,classe,source
seville,Avril,4,13,20,34,39.2,10.6,8.0,rec,html-migration
seville,Mai,5,16,23,25,25.8,12.1,9.2,rec,html-migration
seville,Juin,6,20,27,21,15.1,13.2,10.0,rec,html-migration
seville,Juillet,7,23,30,12,3.2,13.2,10.0,rec,html-migration
seville,Août,8,24,30,23,14.7,12.0,9.4,rec,html-migration
seville,Septembre,9,21,27,40,49.4,10.5,8.9,rec,html-migration
seville,Octobre,10,17,24,33,41.2,9.1,8.6,rec,html-migration
seville,Novembre,11,12,20,30,28.8,8.1,7.8,rec,html-migration
seville,Décembre,12,10,18,23,21.3,7.4,7.4,rec,html-migration
tulum,Janvier,1,22,26,73,72.1,9.2,8.2,rec,html-migration
tulum,Février,2,22,27,70,48.5,9.9,8.8,rec,html-migration
tulum,Mars,3,23,28,67,35.6,10.9,9.5,rec,html-migration
tulum,Avril,4,24,29,54,38.6,11.4,10.0,rec,html-migration
tulum,Mai,5,25,30,77,80.2,11.5,8.3,rec,html-migration
tulum,Juin,6,25,30,89,197.8,10.3,7.3,rec,html-migration
tulum,Juillet,7,26,31,86,83.9,11.6,7.4,rec,html-migration
tulum,Août,8,26,31,90,126.6,11.1,7.0,rec,html-migration
tulum,Septembre,9,25,30,94,182.3,10.4,7.0,rec,html-migration
tulum,Octobre,10,25,29,88,175.0,9.8,7.6,rec,html-migration
tulum,Novembre,11,23,28,79,111.5,9.7,8.4,rec,html-migration
tulum,Décembre,12,23,27,79,80.5,9.1,8.1,rec,html-migration
cote-azur,Janvier,1,6,13,46,4.6,5.0,4.0,rec,html-migration
cote-azur,Février,2,7,14,42,4.2,6.2,6.1,rec,html-migration
cote-azur,Mars,3,9,16,36,3.6,7.4,7.0,rec,html-migration
cote-azur,Avril,4,12,19,28,2.8,8.6,8.0,rec,html-migration
cote-azur,Mai,5,15,23,16,1.6,9.6,9.2,rec,html-migration
cote-azur,Juin,6,19,27,9,0.8,10.8,10.0,rec,html-migration
cote-azur,Juillet,7,22,30,6,0.5,11.4,9.9,rec,html-migration
cote-azur,Août,8,22,30,7,0.6,10.8,9.8,rec,html-migration
cote-azur,Septembre,9,19,27,13,1.2,9.4,9.7,rec,html-migration
cote-azur,Octobre,10,15,22,36,3.6,7.0,8.2,rec,html-migration
cote-azur,Novembre,11,10,16,46,5.0,5.2,6.9,rec,html-migration
cote-azur,Décembre,12,7,13,50,5.4,4.4,2.2,rec,html-migration
